,MBID,#1 Most Used Bpm,Percentage of 1st,#2 Most Used Bpm,Percentage of 2nd,Total # Duplicates
951,f455f8c3-5b40-4316-9e1e-cf002ec1a1c5,77.0,82.3529411765,102.0,17.647058823529413,34
952,f5057d26-1aac-47fe-b766-18c5a28927b1,144.0,88.2352941176,72.0,11.76470588235294,34
953,f51ca7d1-5339-4c59-a827-1b651e216812,115.0,100.0,Nan,Nan,41
954,f5267fe1-5cb6-47f7-8df2-e6e8f09fa7ad,99.0,97.2222222222,Nan,Nan,36
955,f5e3a2d9-29c9-4684-bf38-178c4ce76e3c,112.0,100.0,Nan,Nan,33
956,f5f6068d-b660-4be3-a8aa-81c55c16d687,145.0,80.487804878,Nan,Nan,41
957,f61d045e-7ab2-4ece-9184-9a624480080b,99.0,100.0,Nan,Nan,62
958,f67934a9-fdb1-4cdd-8e23-209b220f8a8d,100.0,94.5945945946,93.0,2.7027027027027026,37
959,f691d896-2f00-4124-bb81-34cd24c5c5af,133.0,100.0,Nan,Nan,39
960,f6b0d094-f2c3-476c-b4cc-f354cb377929,115.0,93.1034482759,132.0,5.172413793103448,58
961,f7a79b2f-fc8b-4d15-881b-910ecbe17aa7,145.0,97.8723404255,Nan,Nan,47
962,f7f699a2-ffec-422f-9c9b-b6123e875732,79.0,85.2941176471,134.0,14.705882352941178,34
963,f8032b9f-c85a-4289-a4fb-f21ab3c65921,90.0,98.0392156863,Nan,Nan,51
964,f80f65f4-3d60-4036-82c3-4be412bb3b6c,104.0,100.0,Nan,Nan,38
965,f816fd40-e1e3-4b27-9e95-1bdf264b98e2,127.0,75.5555555556,Nan,Nan,45
966,f874c752-65bc-4d50-ac7e-932243ae9f02,123.0,93.4210526316,0.0,3.9473684210526314,76
967,f8764ab0-996b-40c8-9645-10f47e8c43d0,129.0,100.0,Nan,Nan,34
968,f8f0e1c4-310b-4107-bed2-f4394d37b033,143.0,17.9487179487,136.0,12.82051282051282,39
969,f8f27c10-47d7-40dc-a0a1-49eaba96d8ca,164.0,100.0,Nan,Nan,50
970,f920f155-0864-4e7d-b310-6fe88ddfa8aa,153.0,100.0,Nan,Nan,34
971,f939785e-589f-41b7-b07f-ac97c264dcf5,136.0,96.875,Nan,Nan,32
972,f980fc14-e29b-481d-ad3a-5ed9b4ab6340,90.0,90.625,Nan,Nan,32
973,f9a74bed-c572-43da-8eb5-babc4aee8ffa,117.0,100.0,Nan,Nan,65
974,faaa62b6-0133-4e68-b0f8-5696a83f5323,111.0,100.0,Nan,Nan,41
975,fb073b10-3338-44f6-8324-e6814b2216d0,102.0,100.0,Nan,Nan,38
976,fb81a071-9c63-4e8c-ab60-77403e81c01d,115.0,97.5609756098,Nan,Nan,41
977,fba8c753-8c84-45b4-a896-7e1f4d921fce,122.0,100.0,Nan,Nan,33
978,fbb2d6eb-0a8b-4822-8e86-c5ed40a03fc7,84.0,100.0,Nan,Nan,39
979,fbe83db0-f6ad-472d-8d8b-8baf44a08682,154.0,100.0,Nan,Nan,33
980,fbf3c1c1-b5cf-41a1-8818-ccb3c7e231be,106.0,97.2222222222,Nan,Nan,36
981,fc0e7df8-faa4-4f5e-92f2-bd1c11cd9df0,108.0,96.875,Nan,Nan,32
982,fc336694-71c3-4963-b221-2c0687e26cfb,98.0,44.6808510638,118.0,12.76595744680851,47
983,fc5f3234-18b3-4218-bc73-aad533dfaeb3,132.0,100.0,Nan,Nan,36
984,fc95bdb1-14ba-42fd-ab93-905d81b432b3,142.0,100.0,Nan,Nan,35
985,fd125370-5ac9-45eb-86ad-ab99e258404b,133.0,93.3333333333,Nan,Nan,45
986,fd52bd8b-b07f-45f1-a8f0-2dedaca14d35,153.0,100.0,Nan,Nan,46
987,fd69655e-91e3-42d5-8cb5-27e3a3784067,104.0,97.2972972973,Nan,Nan,37
988,fd715073-25d5-4905-b9cd-9bdbad3e2dcc,155.0,100.0,Nan,Nan,40
989,fd7e918f-d104-4398-b910-7226f4a9fe90,112.0,98.275862069,117.0,1.7241379310344827,58
990,fdab5639-2406-4a1d-a603-620c63fe146b,163.0,89.3617021277,Nan,Nan,47
991,fe074a30-849f-42c8-a53c-90627819665e,144.0,63.6363636364,151.0,33.33333333333333,33
992,fe33d06e-ffd4-4ad9-9474-023ac977d63e,133.0,94.4444444444,71.0,5.555555555555555,36
993,fe5faa4b-3f74-4bdd-b508-5d11e36df7ff,130.0,100.0,Nan,Nan,34
994,fe73fd72-4ab3-468e-acc5-73e5202a3cb9,126.0,97.619047619,Nan,Nan,42
995,fe9a0114-5fb9-452c-a9d7-049c598ac860,81.0,94.4444444444,Nan,Nan,36
996,fee3c7a7-4312-4b77-ac9c-35e31b5a27c8,99.0,95.1219512195,178.0,2.4390243902439024,41
997,ff1e3e1a-f6e8-4692-b426-355880383bb6,172.0,79.4117647059,87.0,20.588235294117645,34
998,ff650e55-0136-4bb5-bbe5-dc429edae5c5,120.0,100.0,Nan,Nan,37
999,ffb680e8-d587-4f37-88b9-2b330fbf5014,163.0,97.1428571429,145.0,2.857142857142857,35
