,MBID,#1 Most Used Bpm,Percentage of 1st,#2 Most Used Bpm,Percentage of 2nd,Total # Duplicates
1,003304eb-5bb9-498e-8185-c6b220e75692,112.0,78.7878787879,Nan,Nan,33
2,0035d310-3bfc-46c7-9cb7-93e77dd5e171,97.0,100.0,Nan,Nan,32
3,0069c0f7-9274-4b4b-a10e-110b90a4bcc0,156.0,50.0,162.0,26.190476190476193,42
4,00c47ea6-3a10-4a32-b1f1-990ac756c6a0,126.0,100.0,Nan,Nan,36
5,00e37446-2e4c-409a-a8a1-ed94f1b01a57,123.0,91.4893617021,Nan,Nan,94
6,00e80381-2362-485c-aa47-942ff63f0ac0,172.0,81.3953488372,87.0,11.627906976744185,43
7,01471832-f446-43b9-be53-ce344c0c5134,79.0,100.0,Nan,Nan,35
8,0151d8a4-50c8-4036-b824-4a4f4b140e8e,108.0,43.0555555556,156.0,13.88888888888889,72
9,015d8824-bf10-4878-bf54-5830d1d7c587,105.0,100.0,Nan,Nan,32
10,01bffd8a-59c8-451b-b79c-600b416ac1af,172.0,100.0,Nan,Nan,37
11,01c2ce15-bc8b-4629-825d-03d0f24d90bb,172.0,45.9459459459,110.0,8.108108108108109,37
12,02011500-814c-461c-b3a6-f24fe68ee5a1,100.0,100.0,Nan,Nan,42
13,0228afad-4f8d-4502-95da-3288347f67e1,164.0,100.0,Nan,Nan,37
14,02690387-dbd9-4d24-bbf5-1d2d7ca103ac,137.0,100.0,Nan,Nan,45
15,028efe7f-cdfb-4135-846f-848f2fff15b1,136.0,95.2380952381,Nan,Nan,42
16,02d807d4-ff48-49e0-afbd-4552a688a7a1,135.0,98.1481481481,129.0,1.8518518518518516,54
17,02d9abc4-0731-4770-8c77-06d099c425eb,99.0,97.8260869565,Nan,Nan,46
18,03cc8612-0a03-416f-9b49-cde52cfd8762,172.0,97.0588235294,130.0,2.941176470588235,34
19,04233db6-f991-4fb2-bef9-813f95a0bf30,102.0,100.0,Nan,Nan,37
20,0432a2b7-614b-4389-b4fd-44ecdaddc84f,126.0,94.4444444444,Nan,Nan,54
21,048e135c-204d-4d77-8e6a-203920768e4f,136.0,61.6666666667,94.0,11.666666666666666,60
22,049fd1a2-9f5d-4af3-91b1-ab8e20618b7e,84.0,100.0,Nan,Nan,34
23,04c89e17-246b-4bbe-a72a-551d6f5d892d,124.0,92.5,129.0,7.5,40
24,04f96056-91ac-4b64-af89-24c596013f05,137.0,100.0,Nan,Nan,33
25,053d552a-1718-42d0-82e8-2fdcc2d5b30e,155.0,100.0,Nan,Nan,42
26,05833d73-e1e0-4d69-a00b-a586f8ffb3b6,121.0,72.5,172.0,10.0,80
27,05d6e89e-54cf-45a0-a25f-e79156d00664,151.0,88.8888888889,Nan,Nan,63
28,0613aa58-5a5a-4d13-94fd-7f1c8bef1fb1,153.0,66.6666666667,104.0,30.303030303030305,33
29,062f1c9f-564c-4eb7-9baf-b8944cd17ad3,87.0,17.6470588235,135.0,11.76470588235294,34
30,0660bd9d-a865-43f4-8ade-53fcf6c371de,130.0,84.375,86.0,15.625,32
31,0678c7b3-9023-43da-ba62-ef60d8b3a298,165.0,100.0,Nan,Nan,37
32,0681520a-6499-4cb8-91aa-7df5dfafea2e,155.0,15.0943396226,82.0,9.433962264150944,53
33,07689d4c-540d-4518-9a41-52931b7f061f,155.0,100.0,Nan,Nan,35
34,07b720fc-0d6f-4342-a6df-876d1749de0b,120.0,100.0,Nan,Nan,32
35,07c9f1a8-c11f-460e-b8ae-99081f6f6094,125.0,97.3684210526,Nan,Nan,38
36,0843617e-41db-44fa-92a3-53101416f81e,103.0,96.9696969697,Nan,Nan,66
37,084a24a9-b289-4584-9fb5-1ca0f7500eb3,137.0,97.3684210526,123.0,2.631578947368421,38
38,0852f01a-1832-453d-ae8e-345499ecc027,97.0,100.0,Nan,Nan,47
39,0854f0dc-fde5-4272-9ab7-a7be136f4449,113.0,100.0,Nan,Nan,38
40,08a20554-d803-4fd0-80cf-ee361422f9ad,115.0,100.0,Nan,Nan,34
41,08a5cc77-ce79-4875-859e-8c3d172a6d17,116.0,100.0,Nan,Nan,32
42,0912dae6-6fc4-4866-a8e7-414ba4d4ebe8,103.0,86.6666666667,152.0,8.88888888888889,45
43,09bb4e39-692e-4685-893b-8dad0bbcf549,148.0,100.0,Nan,Nan,36
44,09c89a4b-248c-4f98-ac3e-860f8e95dcd9,123.0,97.2972972973,Nan,Nan,37
45,0a5dfc89-8fd3-4c2c-9876-32d6658e5dbf,166.0,82.9787234043,Nan,Nan,47
46,0acb0673-9a26-4d0b-ad8b-14cc9dfea7ab,178.0,97.2222222222,90.0,2.7777777777777777,36
47,0acc282b-c4db-44b2-a6ae-3c037fa3255a,93.0,100.0,Nan,Nan,36
48,0b095f1f-4927-4b86-a2f7-a1b1abf5bac7,148.0,97.8723404255,164.0,2.127659574468085,47
49,0b778271-1901-472c-95fa-8996535e4c8f,122.0,100.0,Nan,Nan,33
50,0ba72f0d-70ae-4655-94d9-c1069b5abcfb,87.0,100.0,Nan,Nan,33
51,0bc0d92b-5b30-4f51-9da0-6164bbf7f448,166.0,100.0,Nan,Nan,39
52,0c3269ab-d068-4582-9e24-8da95bb40b7b,83.0,94.8717948718,Nan,Nan,39
53,0c871a4a-efdf-47f8-98c2-cc277f806d2f,148.0,100.0,Nan,Nan,40
54,0ca12a54-b5b1-4029-b4eb-4824eb210845,119.0,100.0,Nan,Nan,36
55,0cdc9b5b-b16b-4ff1-9f16-5b4ba76f1c17,137.0,63.6363636364,92.0,12.121212121212121,33
56,0d16494f-2ba4-4f4f-adf9-ae1f3ee1673d,140.0,86.6666666667,Nan,Nan,45
57,0d24a997-5cf8-4629-8900-db1feda33ece,145.0,97.2222222222,Nan,Nan,36
58,0d4800dc-0e53-4d85-90e1-a4a316e47b8e,77.0,100.0,Nan,Nan,41
59,0db59faa-763a-4c97-b881-0e0a021b1748,111.0,20.3389830508,156.0,18.64406779661017,59
60,0e04d324-4710-422e-8a4a-1d7362caa5ad,185.0,100.0,Nan,Nan,35
61,0e1029f5-6be8-4cbb-ac73-2323d240558e,162.0,61.1940298507,135.0,8.955223880597014,67
62,0e5f1add-c943-49a0-b824-169e7f7b82da,88.0,100.0,Nan,Nan,32
63,0e744e3a-4fe4-4172-a2e2-f8de9e7bf3a8,121.0,97.8723404255,Nan,Nan,47
64,0fb5b80f-7132-418c-88fd-0b34a01bac03,165.0,100.0,Nan,Nan,50
65,0fded65a-60dc-4ebd-9587-639c921176fb,126.0,100.0,Nan,Nan,34
66,104972d9-3789-41b8-bb81-a63b077449ef,127.0,100.0,Nan,Nan,36
67,10763eef-00fe-4ed4-80b5-7e789cbeec72,129.0,100.0,Nan,Nan,39
68,107647c9-a30a-4a7d-af12-2555999310b2,152.0,88.5714285714,146.0,5.714285714285714,35
69,107c5e33-547b-4cfb-b326-59023c369c4a,111.0,31.25,126.0,15.625,64
70,10ba9e37-682a-4472-b4ea-9243b1a30db2,124.0,98.0392156863,Nan,Nan,51
71,10d1062a-7275-458f-ad0d-906eeaa22c57,172.0,65.625,129.0,12.5,32
72,10ea46dd-2cf9-4837-8642-e838ff406fa9,172.0,78.3783783784,85.0,16.216216216216218,37
73,120ac468-4409-4632-bf59-6c0d9e06e0da,163.0,100.0,Nan,Nan,33
74,120bdf8e-c760-4aaf-8e34-ddd1ab3be504,96.0,100.0,Nan,Nan,33
75,122ba116-1b78-4d27-886b-d394077761a2,91.0,100.0,Nan,Nan,43
76,12591238-4498-4d0c-9fd8-e6f0f643d582,115.0,100.0,Nan,Nan,38
77,125c117d-a7a1-4dc4-a609-67f31eb11613,119.0,100.0,Nan,Nan,38
78,13075131-64d3-447d-9c98-cd3e06afffda,142.0,84.9056603774,132.0,11.320754716981133,53
79,13dd61c7-ce73-4e97-9f0c-9f0e53144411,152.0,80.3921568627,Nan,Nan,51
80,13ef609a-ceb6-44c5-b1cd-6ed05b8948cf,90.0,100.0,Nan,Nan,33
81,1441e9d7-2704-485d-bf8c-cc902fa01ad8,103.0,100.0,Nan,Nan,34
82,145f5c43-0ac2-4886-8b09-63d0e92ded5d,136.0,87.5,Nan,Nan,32
83,14aa051a-051f-4faf-8a08-ed46dc32c65b,120.0,100.0,Nan,Nan,35
84,15127932-c879-466e-b0f8-a1c5022d16e7,86.0,52.3076923077,172.0,40.0,65
85,15afd3be-63c8-4f70-b701-0b1832101fd3,92.0,99.1071428571,Nan,Nan,112
86,15b32a80-3965-4061-80c4-894e13d99735,96.0,91.3043478261,Nan,Nan,46
87,15f16efc-8762-4151-95ab-c12d06268640,164.0,100.0,Nan,Nan,43
88,16008d76-c2ad-408c-b0c6-ee18af1ed18e,125.0,97.3684210526,Nan,Nan,38
89,1615f600-2a50-4299-8cb7-3c5d524d7e60,132.0,97.2972972973,146.0,2.7027027027027026,37
90,1674d24d-8b74-4e65-94e5-e38527f593a9,124.0,86.1538461538,Nan,Nan,65
91,167b224b-596f-4a57-a405-08bfee59df59,147.0,97.6744186047,Nan,Nan,43
92,16d2c90d-d688-4465-bb76-4a9e94b80729,100.0,86.8852459016,121.0,6.557377049180328,61
93,16edd1d5-d63a-40e6-ad00-c38b3fc1d998,102.0,81.8181818182,110.0,9.090909090909092,44
94,17416564-fb6e-471c-a4ad-0bfc45292cd9,115.0,17.6470588235,112.0,14.705882352941178,34
95,17aef4b4-b73b-4d9b-810e-5f0989b50ae5,94.0,88.0,Nan,Nan,75
96,17c75743-6fc2-4c72-8152-25c5b45dfea7,148.0,95.3488372093,74.0,4.651162790697675,43
97,17f804ab-9933-4d74-95db-ecefe2554412,164.0,70.4545454545,155.0,15.909090909090908,44
98,18027ae5-23ad-4e61-8474-36cb1c314741,172.0,63.1578947368,166.0,22.807017543859647,57
99,183bd03c-1225-4cc3-9746-6b1c50d24586,145.0,100.0,Nan,Nan,34
100,18e66faf-9df4-4c8c-9a51-ca4ca4ba21fc,178.0,72.5490196078,172.0,15.686274509803921,51
101,1958bd1f-dd0c-4a37-b9d2-0ea947ec78dc,123.0,100.0,Nan,Nan,33
102,1981c7d2-6c89-4c53-935a-890d937159b9,92.0,87.8787878788,Nan,Nan,33
103,1a13c710-4b7e-4701-8968-cd61f2e58110,118.0,100.0,Nan,Nan,42
104,1a4697b2-9f93-41ca-9f6e-dd5fe26d9754,105.0,100.0,Nan,Nan,63
105,1a8017f5-7400-48a4-b7ce-24aa89b91c05,90.0,96.9696969697,102.0,3.0303030303030303,33
106,1a8b5f7c-58ed-4757-a8d3-47bf7f77a32f,163.0,100.0,Nan,Nan,33
107,1a915a2d-e2f4-4300-a230-96fc9c8a7b60,125.0,89.0909090909,Nan,Nan,55
108,1be4459a-4bda-4530-bf8e-421fdddbdbfc,127.0,97.3684210526,Nan,Nan,38
109,1bfc064e-fcd0-406b-98ca-1ec69f72fef6,152.0,98.1818181818,Nan,Nan,55
110,1c0377bb-c00b-4bbe-b4b2-615f13324adc,124.0,100.0,Nan,Nan,33
111,1c398e28-a63d-4c25-813b-ef9a96aadacb,138.0,100.0,Nan,Nan,42
112,1c7e1f6e-be0d-4d13-998a-75236bd3b47c,88.0,100.0,Nan,Nan,48
113,1cb18dc9-6d27-4ffb-b2bd-13c58c865286,141.0,100.0,Nan,Nan,39
114,1cb233e4-bd40-488e-b20b-1ff88cb9d27e,133.0,92.8571428571,Nan,Nan,42
115,1d80507f-2abe-41d9-9e6f-35972f658731,140.0,100.0,Nan,Nan,37
116,1d9cf833-830d-46a9-a031-f17a720d3b73,164.0,92.4528301887,Nan,Nan,53
117,1ddba7e6-0e4c-432f-a82c-25bb92a0ce9a,136.0,32.5,143.0,12.5,40
118,1dfbcfbe-26b9-4a88-9c8d-a778f68d0059,108.0,100.0,Nan,Nan,35
119,1e1d1f33-346c-4f9a-ad05-03aa715c2f37,118.0,45.0704225352,Nan,Nan,71
120,1e35bde3-37bd-431d-916a-c364e6440446,163.0,93.3333333333,0.0,2.666666666666667,75
121,1e3668b5-3053-40f7-8bda-0ba987b37cbe,153.0,97.6744186047,Nan,Nan,43
122,1e55b30d-74ad-446a-af99-2f8d069de8af,95.0,100.0,Nan,Nan,38
123,1e584d84-d0c8-4448-9b06-114717044c2e,148.0,100.0,Nan,Nan,33
124,1e7a3b6f-c3a4-458e-a962-f1e7de2babc6,134.0,100.0,Nan,Nan,33
125,1e99e493-d3e6-40e9-91d7-7644224b4890,96.0,97.5,127.0,2.5,40
126,1ebfca60-df29-4035-9d09-e0385d84ff55,129.0,92.5925925926,Nan,Nan,54
127,1ec5ea31-99ec-4c12-851a-058749ad8319,147.0,100.0,Nan,Nan,68
128,1ece1d78-2ad4-4276-bf1c-a7fb66be6408,96.0,100.0,Nan,Nan,34
129,1f518811-7cf9-4bdc-a656-0958e130f312,122.0,95.5555555556,Nan,Nan,45
130,1f8f65bf-c289-454d-a46c-700b393ea3bf,148.0,76.5957446809,145.0,7.446808510638298,94
131,2042ce91-f5fe-4fce-b451-b3354843b193,126.0,97.0588235294,Nan,Nan,34
132,208b91ec-3f23-40dd-a815-698061635a34,155.0,100.0,Nan,Nan,67
133,20919a48-4ad5-409c-b639-8db7ca9f9e7a,139.0,100.0,Nan,Nan,35
134,20999e3e-b964-4d66-b7c2-660fc45178bb,139.0,100.0,Nan,Nan,32
135,21047249-7b3f-4651-acca-246669c081fd,110.0,100.0,Nan,Nan,36
136,211d1b7e-788e-45e9-b003-9f5b6e1511ef,151.0,74.2424242424,Nan,Nan,66
137,2125520e-24a2-408b-823c-c227a387577c,132.0,52.6315789474,144.0,44.73684210526316,38
138,2205ee93-7624-4ca6-91b6-9a099cf4baab,156.0,100.0,Nan,Nan,35
139,22337e71-0bf8-4fa9-86eb-2f8e7e085474,123.0,56.25,120.0,34.375,32
140,226bdd2d-aeda-4ea3-adbb-7da95c3d4b06,120.0,100.0,Nan,Nan,66
141,22a45a14-f464-4a18-9f19-8a3d47deb1d7,95.0,84.6153846154,119.0,15.384615384615385,39
142,22d49305-4e35-4a69-8638-05ac5f734065,163.0,100.0,Nan,Nan,56
143,2368021a-9adf-4ee5-980c-b26f3ab336ea,138.0,100.0,Nan,Nan,37
144,239e517c-03e8-4291-9478-66c2cc936f0c,81.0,98.0,Nan,Nan,50
145,23b342d3-1f0b-4a0b-a419-d873cec3b259,128.0,100.0,Nan,Nan,40
146,23c3c36b-9449-4484-9040-6ef2125999aa,137.0,63.2653061224,Nan,Nan,49
147,2423ca5e-99d3-4b49-be53-542e6ee38a82,122.0,100.0,Nan,Nan,33
148,2438d03e-c7a9-4876-be5b-ad260bc5c027,135.0,100.0,Nan,Nan,55
149,245329cb-8cdb-43ba-8fe4-0b3e1aad8761,139.0,98.2142857143,Nan,Nan,56
150,2464fb11-eda1-4bd6-86c5-796ce5ffd525,85.0,100.0,Nan,Nan,42
151,248cc9d1-97ea-493e-84d4-4c5ec718683b,120.0,51.3513513514,Nan,Nan,37
152,24cc8311-98fd-423a-bed1-97728f5eabc5,120.0,90.0,140.0,4.0,50
153,251f6d72-a1d9-4b9d-944a-2df9b26f6212,123.0,100.0,Nan,Nan,44
154,258b87aa-4521-4798-955c-8d86250a1246,133.0,100.0,Nan,Nan,32
155,25bbbd76-5f48-4b37-9722-44a346c4f3a9,136.0,100.0,Nan,Nan,53
156,26b57ded-d5bd-42f8-a440-d8fd5b48c6c2,115.0,96.875,Nan,Nan,32
157,27089139-92c0-499c-9597-c66c9b11bdfd,133.0,100.0,Nan,Nan,35
158,27c4755a-7299-49a6-8e46-227eb4ebf575,106.0,96.3636363636,Nan,Nan,55
159,27f19d5f-a9dc-4b04-b7ff-54d045c1487c,95.0,100.0,Nan,Nan,33
160,27f5b46c-f749-40e7-bc10-1524393168f0,132.0,39.6226415094,Nan,Nan,53
161,2822a034-283d-4082-8464-6189ff29fbb9,89.0,100.0,Nan,Nan,39
162,2839213e-a320-4ea7-bf66-5207d244013c,143.0,100.0,Nan,Nan,39
163,283b8e7f-3570-4d20-97b7-5e8a762bc661,155.0,100.0,Nan,Nan,35
164,291758ed-60eb-4192-92af-367b1c754745,97.0,88.3720930233,Nan,Nan,43
165,294a1b4d-ebc0-4b03-be25-6171d382cb58,89.0,66.1016949153,178.0,28.8135593220339,59
166,29526234-2eb5-4be4-93c0-d290cb9001e7,90.0,100.0,Nan,Nan,41
167,295e74ce-bf10-49d0-a72e-0d525ec4baee,99.0,100.0,Nan,Nan,41
168,297565c9-82f1-4eae-82bf-6dad231f6710,83.0,100.0,Nan,Nan,34
169,29fba82a-3a79-484d-9595-251745359ee6,133.0,79.6610169492,Nan,Nan,59
170,2a13b05f-52f4-4a42-ad70-9908c4c68764,122.0,100.0,Nan,Nan,33
171,2a220770-1150-4190-b0e0-57d89a0a7469,129.0,100.0,Nan,Nan,35
172,2a5c6d93-f153-44e5-b747-2bd7b5156212,107.0,100.0,Nan,Nan,37
173,2ae8860b-b3e3-403a-88c2-b4f2cc2b76c7,117.0,100.0,Nan,Nan,39
174,2afa76b8-7857-40dc-97a8-2c6f457becb4,109.0,100.0,Nan,Nan,36
175,2b8c691e-f669-4571-b78a-07ef47963dbf,147.0,97.0588235294,Nan,Nan,34
176,2bd94ef0-2295-469c-aaf5-9e2bee4f4814,108.0,100.0,Nan,Nan,47
177,2c718ee9-ad54-4016-ae43-e8df5ea1b4e1,129.0,97.0588235294,116.0,2.941176470588235,34
178,2ca91246-15ab-48e3-92cd-2f2f9affd173,91.0,100.0,Nan,Nan,35
179,2cb12f44-7e95-40db-8b7e-b34e97a3bc26,135.0,48.5714285714,Nan,Nan,35
180,2d1201cf-59bb-4ffa-9f52-f5b3afa13346,148.0,97.619047619,Nan,Nan,42
181,2d40c8b2-7524-49e3-af44-ebb924c5b023,144.0,100.0,Nan,Nan,45
182,2d9a5b40-f5e6-4499-ab7a-567fe3b42ab9,108.0,96.9230769231,Nan,Nan,65
183,2dacc772-bff6-4347-a586-8bff3a7d7c79,139.0,96.875,178.0,3.125,32
184,2db8cd35-6fa7-4b4b-8093-eef0550a81e6,143.0,97.619047619,Nan,Nan,42
185,2dee8cd9-9d41-4628-9dcc-c9dea3f807a4,129.0,100.0,Nan,Nan,35
186,2df46dec-b453-4444-91b9-5fa5d7515fd9,133.0,100.0,Nan,Nan,32
187,2e31e4c7-8670-4470-b667-a27f78229126,133.0,90.6976744186,Nan,Nan,43
188,2e3af7de-3f9c-4a2d-a28f-10c2edd13c49,133.0,87.1794871795,117.0,12.82051282051282,39
189,2eb16581-560c-4a4d-82af-6f33e38fffad,153.0,100.0,Nan,Nan,39
190,2f84eca9-325e-4bb6-8a45-32c1ccc12d08,121.0,82.3529411765,132.0,7.352941176470589,68
191,2fb4b45f-6988-47a0-9ae1-4eb90b020313,114.0,100.0,Nan,Nan,39
192,2ff06d14-7e70-4713-94e9-5fb44de6f036,145.0,100.0,Nan,Nan,53
193,3022dd1a-5c9e-4442-89a0-92980d843b6d,133.0,100.0,Nan,Nan,49
194,30624418-169b-4007-9b50-27414a63f5de,79.0,57.8947368421,155.0,26.31578947368421,38
195,30841396-8af3-4d8f-99a4-8c8bfd8f8d11,162.0,97.0588235294,80.0,2.941176470588235,34
196,31274d55-9619-428e-a8a1-aabaed124c51,110.0,96.875,95.0,3.125,32
197,3160d5d2-b76e-4c31-b041-c91ce2aa9f05,143.0,97.5,Nan,Nan,40
198,31c89fdc-afdb-4d84-bc61-2dbabf0b4f23,142.0,100.0,Nan,Nan,47
199,320e9507-d967-4964-a734-a72df6194b90,126.0,27.5,143.0,17.5,40
200,32c7e292-14f1-4080-bddf-ef852e0a4c59,150.0,92.8571428571,Nan,Nan,42
201,32df1485-7232-4447-8352-01033adb213a,113.0,100.0,Nan,Nan,65
202,331c8d46-0fa2-467f-8584-bd7b310be97e,136.0,56.25,Nan,Nan,32
203,33b9b9fd-15a1-4e1f-a10a-3d15df5e58f0,163.0,100.0,Nan,Nan,38
204,33b9f733-cd53-4535-9dad-d48aff31aed4,148.0,97.4358974359,Nan,Nan,39
205,3426c118-cef9-42ea-8ea6-e6e4598cfc45,164.0,62.7906976744,94.0,18.6046511627907,43
206,34310138-b423-4ef7-a914-7972cee6a3d3,129.0,89.2307692308,Nan,Nan,65
207,3451489e-ea50-4e4e-9043-df1e30ce37b5,90.0,100.0,Nan,Nan,33
208,34fb9601-7ab7-4f32-9a64-702460946c4c,139.0,35.2941176471,135.0,11.76470588235294,34
209,352dd518-23cd-4c5a-9551-ba02097b177b,154.0,100.0,Nan,Nan,34
210,3566e453-8f10-4a45-ac85-2c72eb183ca1,110.0,100.0,Nan,Nan,33
211,35e2412a-9847-43c2-b4b3-e250df059716,143.0,94.7368421053,Nan,Nan,57
212,36412709-35b6-4e7c-8488-ed7f6fa0140b,152.0,95.7446808511,Nan,Nan,47
213,36d2430a-d115-491f-87da-16f1a1cad152,109.0,97.0588235294,Nan,Nan,34
214,36f39793-ee3b-4b7b-821c-f55638ee5027,117.0,100.0,Nan,Nan,32
215,370a5c84-1874-4519-b216-257766f52c08,103.0,100.0,Nan,Nan,41
216,3752e069-27a6-4819-99d5-11aec26d90a7,136.0,100.0,Nan,Nan,40
217,375fdbaa-e23a-4110-9ffc-7cca68416926,136.0,98.2142857143,140.0,1.7857142857142856,56
218,37904f52-5381-4afa-a7a9-b49f408d6d33,134.0,100.0,Nan,Nan,36
219,3794be20-3b5c-41e8-99d5-1d5649fe3821,129.0,91.4285714286,Nan,Nan,35
220,37ab16cb-ec9c-4d72-97ed-03962edd991f,133.0,100.0,Nan,Nan,39
221,38e1aadb-c9c5-4e58-9e08-3bb9626dd0fb,92.0,96.9696969697,Nan,Nan,33
222,3931e32f-debc-423a-8e1e-91d058f7dd1f,139.0,100.0,Nan,Nan,33
223,393d84ef-cfd1-4b75-9b8d-900eddd309cf,143.0,100.0,Nan,Nan,39
224,39642b23-2c49-47f4-851f-b128c4df48c2,137.0,100.0,Nan,Nan,45
225,3a202cc2-85f2-4aa5-bdf3-f200847d5e71,133.0,97.1428571429,Nan,Nan,35
226,3b153110-f6d0-467b-895c-176d26d62b2c,140.0,100.0,Nan,Nan,36
227,3b2896f7-6f78-4beb-94b9-07c34c33729f,150.0,100.0,Nan,Nan,38
228,3badc834-a683-4fca-920b-cd5658e6fa47,96.0,100.0,Nan,Nan,35
229,3bbeb4e3-ab6d-460d-bfc5-de49e4251061,127.0,100.0,Nan,Nan,34
230,3be16bf7-5216-419d-ac99-bdbcdeedd00a,165.0,100.0,Nan,Nan,33
231,3bfda26a-49fa-4bc4-a4d6-8bbfa0767ab7,126.0,100.0,Nan,Nan,34
232,3c06e51b-b030-4ddc-b4e2-5137706800c1,97.0,100.0,Nan,Nan,37
233,3c59786e-10ff-4f5a-8378-4856767783e3,140.0,95.8333333333,Nan,Nan,48
234,3cef10d5-792d-4b00-923b-722ff5d5021c,120.0,96.9696969697,108.0,3.0303030303030303,33
235,3d4edbbd-8cd1-4c8a-be02-d19ded65e00f,98.0,78.125,129.0,15.625,32
236,3d625288-6616-490a-a1a5-4c73ddabad18,143.0,100.0,Nan,Nan,39
237,3d7f2000-123d-4cac-862b-e04ead24c5f2,134.0,100.0,Nan,Nan,35
238,3d953e11-c417-4034-a5d1-d0f41405337e,81.0,94.5945945946,132.0,2.7027027027027026,74
239,3dabfc40-33b4-4dba-8d94-79e77c4d1448,144.0,100.0,Nan,Nan,36
240,3e0cc204-4d17-484f-bec3-7c2a9727db36,141.0,100.0,Nan,Nan,49
241,3e19df7a-3f9a-4d42-adbf-31867646f602,123.0,97.1428571429,Nan,Nan,35
242,3e963c34-06d2-4a32-93d8-bd03e98d5e81,117.0,88.6363636364,96.0,9.090909090909092,44
243,3eb7efbb-8717-4034-a698-109c70798524,131.0,100.0,Nan,Nan,52
244,3f178c54-1cd7-4617-8a62-f9d86f499eaa,172.0,79.4117647059,155.0,8.823529411764707,34
245,3f5647db-6f12-4c36-94ea-2d06f2c7e8f9,154.0,100.0,Nan,Nan,34
246,3f60ae01-43cc-4db9-86ec-97b79f83764f,123.0,100.0,Nan,Nan,73
247,3ffa5562-21a4-4ea1-9b3d-1b28c895fc4f,110.0,56.7567567568,146.0,37.83783783783784,37
248,403d7903-a472-4a7d-887a-5d3c6482fe9c,100.0,100.0,Nan,Nan,34
249,40a43f5e-d4f4-4253-a42d-364d47208c64,90.0,69.6629213483,Nan,Nan,89
250,40c458c5-6416-4416-87d5-173ed4714d28,93.0,100.0,Nan,Nan,34
251,40f04250-6d23-4f88-902c-94ef1a1dd3ed,119.0,92.0,111.0,6.0,50
252,4112acb8-7ac0-4047-9c02-6e02226003e7,118.0,100.0,Nan,Nan,34
253,4131e00c-13c5-4f92-a2ff-73c2edaf420c,109.0,43.75,Nan,Nan,32
254,41586ae8-d018-4ac7-8c9b-096feaa3d03f,117.0,38.7755102041,114.0,26.53061224489796,49
255,416b0e1a-3bb5-4bf4-b01b-0183995e48ed,72.0,93.9393939394,143.0,3.0303030303030303,33
256,41a2cac5-8b8f-4b51-8046-9ee8639015fa,138.0,100.0,Nan,Nan,36
257,41e8b7d6-ad5c-47d7-a72d-290f4e2d1959,147.0,100.0,Nan,Nan,36
258,424c10aa-a857-4dc6-872e-2a8fb0b707f3,127.0,96.875,130.0,3.125,32
259,429f0b1a-0293-4793-993b-0bb5f73567f2,137.0,89.0625,Nan,Nan,64
260,42b205b0-7f27-4d3d-a33f-9a7cbf9a33f7,132.0,100.0,Nan,Nan,32
261,430aa3d3-3dac-4bd5-857d-eb10212ffefb,127.0,75.0,Nan,Nan,32
262,43a8d041-d666-4b14-807a-5ac0df35a69a,96.0,97.619047619,Nan,Nan,42
263,440f60e8-0b25-4ec4-abb1-c6beec624ab0,115.0,100.0,Nan,Nan,38
264,44135d7f-f5d6-4ef9-8518-ed11f5b705e7,129.0,87.0,178.0,7.000000000000001,100
265,4416d38e-0f68-4c75-93b9-c1a793fccb49,91.0,97.6744186047,95.0,2.3255813953488373,43
266,44c3ead8-c238-4d1b-be18-c48fe828135b,95.0,100.0,Nan,Nan,45
267,453f8ecf-e853-45ec-8335-d240a15cd75f,114.0,73.3333333333,Nan,Nan,45
268,455d02a2-4e66-4333-9057-8150b4a70477,80.0,94.2857142857,162.0,5.714285714285714,35
269,4603cc1a-a8e5-4a12-baa4-51f12df0942f,94.0,15.1515151515,185.0,15.151515151515152,33
270,468c6f6f-4e68-494a-adac-96aebc754923,121.0,96.4912280702,Nan,Nan,57
271,46c7368a-013a-47b6-97cc-e55e7ab25213,135.0,86.4406779661,Nan,Nan,59
272,46d6ebba-8d3f-4600-a2a3-9eab4713458d,129.0,100.0,Nan,Nan,37
273,470d06f8-6c0c-443d-b521-4c4eed9f0e7e,89.0,100.0,Nan,Nan,32
274,471dc436-80be-4f06-bc8f-7e2685876cfc,96.0,86.3636363636,Nan,Nan,44
275,4741ce2a-636c-4eaa-9507-eb1c37ad9c5d,120.0,85.7142857143,Nan,Nan,42
276,474546e9-0b30-4881-9269-c6c1c8bbf07b,112.0,90.0,Nan,Nan,40
277,47b02a82-c3bf-4647-b894-dd1c8f608e7f,178.0,92.5,0.0,2.5,80
278,47eaab1a-667b-490d-8094-168e7d0d9ad1,103.0,100.0,Nan,Nan,43
279,485bbe7f-d0f7-4ffe-8adb-0f1093dd2dbf,114.0,98.0769230769,100.0,1.9230769230769231,52
280,48cfc6cc-cb22-493c-b5c7-75fdcecd4a6a,165.0,96.4601769912,172.0,1.7699115044247788,113
281,48f29b17-13d6-432a-ae38-1e60d4243506,100.0,100.0,Nan,Nan,34
282,49150aa6-2f72-4c95-9247-130d5046e827,108.0,97.0588235294,Nan,Nan,34
283,4934b8fe-e00f-42bc-9b3b-92e42b34169d,134.0,76.4705882353,Nan,Nan,51
284,497f727d-e5c5-461c-a829-00ccc75b6993,144.0,61.7021276596,152.0,14.893617021276595,47
